return_forecast,rol_var_res,observe_return,rolling_var,rol_avg,ewma
-0.027799646,0.034449677,0,0,0,0
-0.027799588,0.028012281,0,0,0,0
-0.027799537,0.022929811,0,0,0,0
-0.027799491,0.018888621,4.647841445,0,0,3.319886746
-0.02779945,0.165054912,1.425055299,0,0,1.966435713
-2.41560243,0.17541805,22.23911538,0.153200907,0.033198867,16.44692119
-2.366811635,4.442537627,2.070550734,0.166927026,0.043377834,6.17808515
-2.251469348,4.563789266,5.723403787,3.660614038,0.202228658,5.853312748
-2.398402616,4.978908282,-4.2626194,3.68503624,0.217018306,-1.372353072
-2.251565402,5.014414148,-12.58572904,3.899601976,0.257899762,-9.381907335
-2.047217529,5.825273715,6.948868272,4.044164805,0.22745248,2.282932384
-1.816442296,6.363727305,3.502596129,5.2084109,0.137554416,3.154120773
-1.163042597,6.539267584,-3.491870197,5.537197827,0.187189189,-1.593015634
-1.199627656,6.591280179,15.37044878,5.614835352,0.212207733,10.52374466
-1.33383638,8.454640135,15.38571219,5.711892975,0.187265803,13.99657861
-1.310624105,10.32523452,-0.225949136,7.346224917,0.297054723,3.83763022
-1.444104108,10.32620449,-5.774929565,8.959714092,0.406952667,-3.028483912
-1.358431407,10.49792233,-14.5740648,8.961389732,0.405338745,-11.2753274
-1.492808406,11.84472069,7.484155075,9.231341188,0.364089248,2.124302938
-1.347107978,12.35724748,-44.57602552,10.81347489,0.259988785,-31.23307453
-1.973491821,25.93955608,29.54601482,11.18290985,0.313447035,12.18056072
-1.751132772,32.8858651,-9.467554849,25.47414901,-0.004953147,-3.282378972
-1.575834048,33.35814344,2.760805814,31.66717905,0.206089816,1.034181589
-1.346522747,33.46819841,16.74073136,32.33072677,0.138464424,12.25314571
-1.229329408,35.68095938,-9.304218426,32.37932005,0.158184466,-3.14497153
-1.131076921,36.20747223,12.220208,34.32899175,0.277761118,7.830156706
-1.030299842,37.37947865,-1.24632275,34.97984057,0.211302415,1.346957095
-1.040369703,37.38262823,4.592518841,36.00200126,0.298589615,3.665215485
-1.102322613,37.5619666,3.781119976,36.01833343,0.28968731,3.748004407
-0.99368693,37.68889227,6.871786712,36.14890335,0.322491016,5.979277482
-0.893633364,38.05524119,1.734073074,36.23287473,0.349499016,2.946988619
-0.947891526,38.07863899,-31.22759317,36.53345181,0.398583207,-21.46342694
-0.844706986,44.89612563,-21.54498901,36.54490314,0.410969443,-21.52168556
-0.800180253,48.08630977,20.27996346,43.64393386,0.187915206,8.336635168
-0.804833681,51.12942147,-17.64327623,46.99370668,0.034022427,-10.2204444
-0.77110275,53.2636852,1.88210883,49.90055867,0.178879309,-1.575763522
-0.910989112,53.29922986,10.26791246,52.15322842,0.052855908,6.884005037
-1.025675677,54.12065008,-4.680450381,52.17692892,0.066299542,-1.376320262
