return_forecast,rol_var_res,observe_return,rolling_var,rol_avg,ewma
-0.770798062,20.28767465,-3.562669426,19.96115675,-0.098430132,-2.967456067
-0.746271004,20.44855947,4.022123919,19.97785445,-0.113749541,2.025101066
-0.758299163,20.62149742,-0.43586327,20.11588721,-0.155663299,0.267269397
-0.698979926,20.48322976,0.309381907,20.31832239,-0.109536751,0.297349761
-0.627680017,20.47040048,5.591160789,20.20701514,-0.149506769,4.078643353
-0.556489458,20.76229307,0.640577618,20.18488902,-0.127266638,1.622882114
-0.489553789,20.76272295,2.432524711,20.5107725,-0.035633253,2.201198255
-0.629904838,20.77618355,1.203440662,20.51483397,-0.023949472,1.48851426
-0.597637711,20.68418642,-0.777109507,20.56813541,-0.009389326,-0.129788431
-0.550798084,20.60510004,-6.195484264,20.50926755,-0.02500862,-4.462428312
-0.525710678,21.01949443,-2.986220834,20.40027412,0.002904536,-3.407994399
-0.478299739,20.79433873,-5.101924867,20.73612151,-0.033260132,-4.617944733
-0.558048566,21.15560399,3.636556698,20.44863141,-0.000351656,1.278127718
-0.490969078,21.28200835,-4.594627932,20.74785169,-0.053377025,-2.916697746
-0.449490499,21.46041816,-2.227220593,20.90597472,-0.008953366,-2.424214065
-0.448536598,21.44489638,-2.813546476,21.05143112,-0.096214235,-2.702308644
-0.517540755,21.06437103,0.264061308,20.99425376,-0.085232241,-0.583472964
-0.521520112,21.06398399,0.890334493,20.56135536,-0.039238413,0.469246648
-0.511847105,21.02426682,14.91891369,20.56164703,-0.032703942,10.79043739
-0.640434457,22.94733066,8.588444062,20.52421855,0.001489928,9.217585014
-0.675468478,18.51948601,-5.515939588,22.55720245,0.255250737,-1.30636113
-0.993325221,18.55898527,-9.867877055,18.09310918,0.599731059,-7.421729648
-1.138604177,19.80728002,-3.01283469,18.06058834,0.602341942,-4.272518964
-1.088342273,19.38774468,5.065275682,19.33521465,0.481610469,2.397334355
-1.121905651,19.38716085,-0.225576156,18.7865566,0.530592073,0.523826847
-1.109332967,19.35257333,1.477075629,18.63464944,0.650750153,1.204718834
-1.039755025,15.53042732,-4.292475021,18.54824386,0.673855191,-2.721848205
-1.050895905,15.5432855,2.081393014,15.1997425,0.485651819,0.70903838
-0.955096321,15.52740078,-3.785947796,15.34733809,0.39307001,-2.501666031
-0.879023004,15.70876092,-0.02851775,15.36558329,0.399539276,-0.735131545
-0.77265111,15.31929794,-0.488873766,15.5690216,0.352619179,-0.559233131
-0.695125891,15.32463334,3.756883765,15.31873572,0.294058416,2.523707509
-0.639153494,15.45519357,3.635988556,15.30108653,0.301928163,3.318193971
-0.589046033,15.47806792,-0.353634422,15.43399575,0.350377718,0.695459405
-0.64490045,15.45216237,1.046651802,15.51208686,0.365096992,0.946311117
-0.639173826,15.44958956,1.200568215,15.50412982,0.343997248,1.12792333
-0.585931615,15.45524266,3.823447387,15.48979792,0.367445266,3.053297656
-0.536534134,15.29571897,0.601170398,15.49704773,0.380222571,1.301778186
-0.483985769,15.27379775,5.589897238,15.38639919,0.366504956,4.364720366
-0.440793706,15.52470626,0.564448275,15.37189288,0.355962465,1.650240301
-0.445392123,15.1463491,7.236077162,15.64670741,0.439369591,5.640123773
-0.44156902,15.572095,0.095336089,15.2558523,0.508255011,1.679561142
-0.461832991,15.57559787,1.595204179,15.72630479,0.560997625,1.619306168
-0.50093355,15.20711415,1.100166942,15.72547284,0.561827351,1.248492435
-0.506034238,15.17872172,-0.22235691,15.37622769,0.5089945,0.19788576
-0.461973693,15.03884041,7.497460635,15.35533722,0.498834349,5.411867814
-0.410847956,15.5566413,0.117348341,15.1972676,0.534132989,1.63006819
-0.350258313,15.52977474,-1.398158861,15.75820686,0.609321128,-0.532951132
-0.373417478,13.98274924,0.487711258,15.73807266,0.587265154,0.196093432
-0.502762648,13.94684204,2.060357246,14.23002219,0.429759897,1.527710442
-0.474039869,13.84060291,3.211602195,14.19852661,0.411284815,2.730490266
-0.510978118,13.8319367,0.489201548,14.10228273,0.391900958,1.129569753
-0.620395913,13.81678374,-0.297639324,14.09584012,0.458598594,0.110134698
-0.652501656,13.78338974,-1.156416023,14.07549068,0.474341059,-0.794544388
-0.637728344,13.59986751,-6.690235233,14.03456781,0.48895321,-5.005752135
-0.634666887,14.12486766,-2.95055216,13.8208664,0.523215215,-3.537752153
-0.674204098,13.68491041,-8.439858347,14.32902463,0.472902598,-7.039256577
-0.980948267,14.42177961,2.284695912,13.9075646,0.35256335,-0.379290513
-1.002773908,14.47768353,-6.854808848,14.63350186,0.295174161,-5.004660752
-1.170965244,14.5432862,-0.54658485,14.66932709,0.329198875,-1.820320822
-1.126697083,14.51988391,-1.226440322,14.820701,0.17342866,-1.396120465
-1.050795566,14.40131338,-1.161485542,14.80786932,0.150247624,-1.228524091
-0.974187609,14.40999858,1.357094814,14.71208139,0.09722518,0.618346555
-1.010593519,14.14174619,2.814371761,14.73047577,0.082015024,2.186935988
-1.133928215,14.23909725,4.29378893,14.44723487,0.156114834,3.691830947
-1.048793568,14.46706072,6.269389063,14.52193281,0.177705722,5.532943887
-1.004395129,14.92424345,1.157825449,14.70584149,0.237905865,2.407859288
-1.006165123,14.85280866,-1.543510198,15.10774047,0.292371993,-0.414547488
-1.045529523,14.87379582,1.061112948,15.02441733,0.269722318,0.639495681
-1.121081198,14.88650012,-4.501397012,15.05943542,0.254749855,-3.032570528
-1.199112606,15.09491646,-5.562302746,15.0632168,0.257497007,-4.839522112
-1.228446862,15.24225404,-25.24858048,15.31299746,0.189605394,-19.41742095
-1.338690793,22.39342065,13.71384102,15.50644515,0.075564523,4.247766172
-1.256259073,24.75674733,0.994418412,22.95093435,-0.231021263,1.923946344
-1.508796743,24.74153578,-2.958890395,25.09827545,-0.105250235,-1.563794184
-1.570132391,24.69106395,3.655782967,25.07345317,-0.071199934,2.16447521
-1.703302912,24.84018892,-0.955998833,25.05524346,-0.141372938,-0.064434821
-1.806607332,24.72134327,-6.552528381,25.13722649,-0.065657419,-4.698787364
-1.745821187,24.4808899,3.711050406,25.0107355,-0.115734352,1.308239615
-1.767457197,24.73126494,11.42788356,24.96098414,-0.111964676,8.536556718
-1.653418913,26.46309872,0.317048533,25.1059878,-0.084541548,2.665479443
