date,excess_log_return,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
10/30/1998,0,0.998125584,0.998125584,0.998125584,0.998125584,0.998125584,0.998125584,0.998125584,0.998125584,0.998125584,0.998125584
11/30/1998,0,0.936046622,0.926647247,0.900540079,0.944630536,0.927185759,0.910627216,0.941280115,0.937882828,0.911292415,0.88143877
12/31/1998,0,0.877998885,0.860721686,0.813172546,0.894749471,0.86141849,0.830886284,0.888656725,0.881498279,0.832137386,0.779793772
1/29/1999,0,0.823731795,0.799950423,0.735024884,0.848278897,0.800456564,0.758223371,0.839998423,0.828738965,0.759993328,0.691429801
2/26/1999,0,0.773010972,0.743965294,0.665201933,0.805027059,0.74395952,0.692019331,0.795063764,0.779386683,0.694252087,0.614804859
3/31/1999,0,0.725617203,0.692426103,0.602900729,0.764813021,0.691611741,0.631710001,0.753625473,0.733237076,0.634359384,0.548566356
4/30/1999,0,0.681345477,0.645018419,0.547400666,0.727465787,0.643120667,0.576781386,0.715469129,0.690098752,0.579810119,0.491524312
5/31/1999,0,0.640004074,0.601451502,0.498054435,0.692823471,0.59821515,0.526765263,0.680391945,0.649792462,0.530144087,0.442626819
6/30/1999,0,0.601413713,0.561456341,0.454279619,0.660732504,0.556643909,0.481235173,0.648201634,0.612150313,0.484942056,0.400937682
7/30/1999,0,0.565406735,0.524783799,0.415550889,0.631046894,0.518174101,0.439802759,0.618715384,0.577015023,0.443822192,0.365616451
8/31/1999,0,0.531826348,0.491202848,0.381392721,0.603627542,0.482589981,0.40211443,0.591758944,0.544239215,0.406436774,0.335901335
9/30/1999,0,0.500525898,0.460498899,0.351372666,0.578341619,0.449691655,0.367848299,0.567165845,0.513684744,0.372469182,0.311095644
10/29/1999,0,0.471368187,0.432472209,0.325095198,0.555062011,0.419293911,0.33671139,0.54477675,0.485222052,0.341631136,0.290558301
11/30/1999,0,0.444224815,0.406936381,0.302196247,0.533666836,0.391225122,0.308437072,0.524438949,0.458729554,0.313660134,0.27369853
12/31/1999,0,0.418975562,0.383716962,0.282338552,0.514039042,0.365326213,0.282782701,0.506005996,0.434093044,0.288317098,0.259974206
1/31/2000,0,0.395507791,0.362650137,0.265207957,0.496066082,0.341449687,0.259527447,0.489337472,0.411205134,0.26538417,0.248892689
2/29/2000,0,0.373715882,0.343581551,0.250510749,0.479639673,0.319458707,0.238470278,0.474298874,0.389964709,0.244662666,0.240012625
3/31/2000,0,0.353500681,0.326365264,0.237972043,0.464655632,0.299226219,0.219428093,0.4607616,0.370276412,0.22597115,0.232945287
4/28/2000,0,0.334768985,0.310862862,0.227335107,0.451013778,0.280634121,0.202233978,0.448603009,0.352050149,0.20914363,0.227354473
5/31/2000,0,0.317433043,0.29694273,0.218361413,0.438617903,0.263572471,0.186735563,0.437706527,0.335200622,0.194027853,0.222954575
6/30/2000,0,0.301410076,0.284479502,0.210831107,0.427375789,0.247938741,0.172793488,0.42796178,0.319646896,0.180483716,0.219506989
7/31/2000,0,0.286621836,0.273353684,0.204543592,0.417199257,0.233637093,0.160279957,0.419264709,0.305311987,0.16838178,0.216815326
8/31/2000,0,0.272994181,0.263451437,0.199317937,0.408004246,0.220577715,0.149077378,0.411517672,0.292122504,0.157601915,0.214720011
9/29/2000,0,0.260456687,0.254664499,0.194992909,0.399710887,0.208676194,0.139077112,0.404629487,0.280008312,0.148032093,0.213092779
10/31/2000,0,0.248942296,0.246890216,0.191426569,0.392243585,0.197852935,0.130178322,0.398515425,0.268902255,0.13956735,0.211831448
11/30/2000,0,0.238387,0.240031648,0.188495394,0.385531067,0.188032649,0.122286953,0.393097146,0.258739914,0.132108937,0.210855202
12/29/2000,0,0.22872957,0.233997699,0.186093046,0.379506416,0.179143897,0.115314868,0.388302558,0.249459426,0.125563689,0.210100494
1/31/2001,0,0.219911331,0.228703251,0.18412886,0.374107069,0.171118715,0.109179138,0.384065635,0.241001334,0.119843593,0.209517587
2/28/2001,0,0.211875982,0.224069262,0.182526201,0.369274777,0.163892306,0.103801527,0.380326172,0.233308503,0.114865568,0.209067697
3/30/2001,0,0.204569466,0.220022793,0.181220771,0.364955528,0.157402816,0.099108152,0.377029499,0.22632606,0.110551403,0.208720664
4/30/2001,0,0.197939879,0.216496978,0.180158969,0.361099446,0.151591192,0.095029307,0.374126171,0.220001385,0.106827815,0.208453087
5/31/2001,0,0.191937433,0.21343091,0.179296354,0.357660644,0.146401093,0.091499433,0.371571626,0.214284122,0.103626576,0.208246844
6/29/2001,0,0.186514434,0.210769446,0.178596249,0.354597064,0.141778882,0.088457177,0.369325837,0.209126212,0.100884654,0.208087917
7/31/2001,0,0.181625306,0.20846296,0.178028497,0.351870286,0.137673642,0.085845508,0.367352964,0.204481937,0.098544306,0.207965476
8/31/2001,0,0.177226623,0.206467031,0.177568382,0.349445332,0.134037234,0.083611832,0.365620999,0.200307971,0.096553113,0.207871158
9/28/2001,0,0.17327715,0.204742102,0.1771957,0.347290447,0.130824361,0.081708065,0.36410143,0.196563412,0.094863914,0.207798513
10/31/2001,0,0.169737889,0.203253108,0.176893969,0.345376883,0.127992625,0.080090646,0.362768917,0.193209822,0.093434657,0.207742566
11/30/2001,0,0.166572116,0.201969097,0.17664977,0.343678683,0.125502571,0.078720473,0.361600982,0.190211226,0.092228152,0.207699482
12/31/2001,0,0.163745402,0.200862849,0.17645219,0.342172463,0.1233177,0.077562757,0.360577726,0.187534115,0.091211772,0.207666305
1/31/2002,0,0.161225621,0.19991051,0.176292369,0.340837201,0.121404453,0.076586799,0.359681555,0.185147407,0.090357088,0.207640759
2/28/2002,0,0.158982935,0.199091235,0.176163114,0.339654033,0.119732152,0.075765726,0.358896941,0.183022398,0.089639495,0.207621088
3/29/2002,0,0.156989759,0.198386857,0.176058597,0.338606065,0.11827292,0.075076172,0.358210194,0.181132692,0.089037809,0.207605942
4/30/2002,0,0.155220703,0.197781582,0.175974093,0.337678188,0.11700156,0.074497953,0.35760926,0.17945411,0.088533889,0.207594281
5/31/2002,0,0.153652499,0.197261703,0.175905778,0.33685691,0.115895414,0.074013729,0.357083531,0.177964588,0.088112263,0.207585302
6/28/2002,0,0.152263908,0.196815349,0.175850554,0.336130197,0.114934205,0.073608674,0.356623685,0.176644064,0.087759786,0.207578389
7/31/2002,0,0.151035624,0.196432251,0.175805916,0.335487326,0.114099866,0.073270169,0.356221537,0.175474352,0.087465324,0.207573066
8/30/2002,0,0.149950152,0.196103544,0.175769837,0.334918758,0.113376365,0.072987509,0.355869898,0.174439022,0.087219477,0.207568969
9/30/2002,0,0.148991697,0.195821575,0.175740677,0.334416007,0.112749523,0.072751644,0.355562466,0.173523269,0.087014321,0.207565813
10/31/2002,0,0.148146039,0.195579754,0.17571711,0.333971536,0.112206844,0.072554939,0.355293714,0.172713783,0.086843193,0.207563384
11/29/2002,0,0.147400414,0.195372402,0.175698063,0.333578654,0.111737345,0.072390974,0.355058799,0.171998633,0.086700501,0.207561514
12/31/2002,0,0.146743391,0.195194635,0.17568267,0.333231422,0.111331399,0.072254354,0.35485348,0.171367139,0.086581554,0.207560074
1/31/2003,0,0.146164759,0.195042254,0.175670231,0.332924575,0.110980584,0.072140559,0.354674042,0.170809764,0.086482426,0.207558965
2/28/2003,0,0.145655413,0.194911649,0.175660178,0.332653448,0.110677551,0.072045802,0.354517233,0.170318005,0.086399833,0.207558112
3/31/2003,0,0.145207252,0.194799719,0.175652054,0.332413905,0.110415896,0.071966918,0.354380207,0.169884291,0.086331027,0.207557455
4/30/2003,0,0.144813079,0.194703803,0.175645489,0.332202288,0.110190045,0.07190126,0.354260475,0.16950189,0.086273716,0.207556949
5/30/2003,0,0.144466508,0.194621616,0.175640184,0.332015354,0.109995157,0.071846621,0.354155859,0.169164826,0.086225985,0.207556559
6/30/2003,0,0.144161884,0.194551197,0.175635897,0.331850236,0.109827031,0.071801156,0.354064455,0.168867798,0.086186237,0.207556259
7/31/2003,0,0.143894201,0.194490865,0.175632432,0.331704397,0.109682026,0.071763331,0.353984596,0.168606107,0.086153139,0.207556029
8/29/2003,0,0.143659036,0.194439178,0.175629633,0.331575594,0.109556984,0.071731865,0.353914826,0.168375595,0.086125581,0.207555851
9/30/2003,0,0.143452481,0.194394897,0.17562737,0.331461841,0.109449177,0.07170569,0.353853873,0.168172582,0.086102637,0.207555714
10/31/2003,0,0.14327109,0.194356965,0.175625542,0.331361385,0.109356242,0.071683919,0.353800623,0.167993814,0.086083536,0.207555609
11/28/2003,0,0.143111823,0.19432447,0.175624065,0.331272674,0.109276138,0.071665811,0.353754105,0.167836418,0.086067634,0.207555527
12/31/2003,0,0.142972002,0.194296636,0.175622871,0.331194338,0.1092071,0.071650751,0.353713467,0.167697854,0.086054396,0.207555465
1/30/2004,0,0.142849267,0.194272793,0.175621906,0.331125166,0.109147606,0.071638227,0.353677967,0.167575882,0.086043376,0.207555417
2/27/2004,0,0.142741544,0.194252369,0.175621127,0.331064086,0.109096341,0.071627811,0.353646955,0.167468526,0.086034202,0.20755538
3/31/2004,0,0.142647005,0.194234876,0.175620497,0.331010154,0.109052168,0.071619149,0.353619865,0.167374041,0.086026566,0.207555351
4/30/2004,0,0.142564043,0.194219892,0.175619988,0.330962535,0.10901411,0.071611946,0.353596201,0.167290891,0.08602021,0.207555329
5/31/2004,0,0.142491247,0.194207057,0.175619577,0.330920489,0.108981322,0.071605956,0.35357553,0.16721772,0.086014919,0.207555313
6/30/2004,0,0.142427376,0.194196064,0.175619244,0.330883366,0.108953075,0.071600975,0.353557473,0.167153335,0.086010515,0.2075553
7/30/2004,0,0.142371337,0.194186648,0.175618976,0.330850589,0.108928741,0.071596834,0.3535417,0.167096683,0.086006849,0.20755529
8/31/2004,0,0.142322174,0.194178584,0.175618759,0.33082165,0.108907778,0.071593389,0.353527923,0.167046837,0.086003798,0.207555282
9/30/2004,0,0.142279044,0.194171676,0.175618583,0.330796099,0.108889721,0.071590526,0.353515888,0.167002982,0.086001258,0.207555276
10/29/2004,0,0.142241209,0.19416576,0.175618441,0.330773541,0.108874167,0.071588144,0.353505375,0.166964398,0.085999144,0.207555271
11/30/2004,0,0.14220802,0.194160693,0.175618327,0.330753625,0.108860769,0.071586164,0.353496192,0.166930454,0.085997385,0.207555268
12/31/2004,0,0.142178908,0.194156353,0.175618234,0.330736041,0.108849229,0.071584518,0.353488171,0.166900592,0.08599592,0.207555265
1/31/2005,0,0.142153371,0.194152635,0.17561816,0.330720517,0.108839289,0.071583148,0.353481165,0.166874322,0.085994701,0.207555263
2/28/2005,0,0.142130972,0.194149452,0.175618099,0.330706812,0.108830727,0.07158201,0.353475045,0.166851212,0.085993687,0.207555261
3/31/2005,0,0.142111326,0.194146725,0.17561805,0.330694712,0.108823352,0.071581063,0.353469699,0.166830882,0.085992842,0.20755526
4/29/2005,0,0.142094094,0.194144389,0.175618011,0.330684029,0.108817001,0.071580276,0.35346503,0.166812999,0.085992139,0.207555259
5/31/2005,0,0.142078979,0.194142389,0.175617979,0.330674598,0.10881153,0.071579622,0.353460951,0.166797267,0.085991554,0.207555258
6/30/2005,0,0.142065723,0.194140676,0.175617953,0.330666271,0.108806818,0.071579078,0.353457388,0.166783429,0.085991067,0.207555258
7/29/2005,0,0.142054097,0.194139208,0.175617932,0.33065892,0.10880276,0.071578625,0.353454276,0.166771257,0.085990662,0.207555257
8/31/2005,0,0.1420439,0.194137952,0.175617915,0.330652431,0.108799264,0.071578249,0.353451558,0.166760549,0.085990324,0.207555257
9/30/2005,0,0.142034956,0.194136875,0.175617902,0.330646701,0.108796254,0.071577936,0.353449184,0.166751131,0.085990044,0.207555257
10/31/2005,0,0.142027113,0.194135953,0.175617891,0.330641643,0.108793661,0.071577676,0.35344711,0.166742846,0.08598981,0.207555257
11/30/2005,0,0.142020234,0.194135164,0.175617882,0.330637178,0.108791427,0.07157746,0.353445298,0.166735559,0.085989615,0.207555257
12/30/2005,0,0.1420142,0.194134487,0.175617875,0.330633235,0.108789504,0.07157728,0.353443716,0.166729149,0.085989453,0.207555256
1/31/2006,0,0.142008909,0.194133908,0.175617869,0.330629755,0.108787847,0.07157713,0.353442334,0.166723511,0.085989319,0.207555256
2/28/2006,0,0.142004269,0.194133412,0.175617864,0.330626682,0.108786421,0.071577006,0.353441127,0.166718551,0.085989206,0.207555256
3/31/2006,0,0.142000199,0.194132987,0.175617861,0.33062397,0.108785192,0.071576903,0.353440072,0.166714189,0.085989113,0.207555256
4/28/2006,0,0.141996629,0.194132623,0.175617857,0.330621575,0.108784133,0.071576817,0.353439151,0.166710352,0.085989035,0.207555256
