return_forecast,rol_var_res,observe_return,rolling_var,rol_avg,ewm
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,-120.6201887,0,0,0
-1.227162123,0,-224.6557615,0,0,-86.15727764
-2.790812016,0,-79.63582115,103.1807632,-0.861572776,-185.0847661
-16.08268738,401.0763834,22.85816364,458.3421567,-2.466256787,-109.7640911
-2.172323227,0,-47.27000784,500.5118725,-3.035084081,-15.03390915
-3.434343338,0,-50.10674758,505.2084184,-2.871811484,-38.05969393
-2.902619362,0,52.26984555,519.1155053,-3.209454397,-46.66473225
-3.219670296,0,90.7589772,534.6235198,-3.567359737,24.00282332
-2.535419464,0,45.35953582,556.6631782,-3.194003697,71.68579038
-2.239708424,0,1.548233774,619.2212059,-2.545725288,52.88132284
-2.820619106,0,34.01845433,635.4621844,-2.221728604,16.21483065
-3.507541656,0,103.4069098,635.5283231,-2.210669791,28.93170471
-3.623380184,0,59.24602126,644.809725,-1.967680832,82.12827978
-2.838261127,0,-20.18502546,723.549397,-1.229060047,65.78380941
-1.919872999,0,37.8634319,749.4826313,-0.805874181,4.377498787
-1.509150743,0,49.9117106,752.1397157,-0.950052935,28.29602244
-0.327650309,0,-24.95025735,762.8207423,-0.67959985,43.7357997
1.545143485,0,20.0401699,780.9723473,-0.323087631,-5.325669619
-0.441303015,0,45.58806943,785.2719656,-0.501303755,12.79278718
-0.106556416,0,74.84095266,788.2636242,-0.358159684,36.21798879
0.506094277,0,-40.28045244,803.2356448,-0.032530617,63.80582013
0.48314786,0,-74.77722278,842.9929955,0.502047616,-10.54151742
-1.59344244,0,46.99329115,854.7885017,0.214330099,-56.42416411
-0.435805261,0,-63.09606238,894.6724077,-0.319792921,17.44544679
-0.24531734,0,77.03929312,910.5484904,0.015873445,-40.08420262
0.510111272,0,26.54169594,938.7962024,-0.434812715,43.57543719
0.5,0,0.450619101,981.3651651,0.11546795,31.40847916
0.496629566,0,49.53863758,986.3173103,0.305051492,9.295721974
0.5,0,-9.67498404,986.3167866,0.3082702,38.04066169
0.5,0,52.49141147,1003.502536,0.662117611,3.958057598
0.510111272,0,-3.621363303,1004.257884,0.593010583,38.62473894
0.510111272,0,16.91765805,1023.353679,0.967949236,8.448951622
0.537074745,0,-6.110635236,1023.496758,0.942082355,14.49802764
0.51685214,0,-14.73574252,1025.29881,1.06292277,-0.222445842
0.537074745,0,-32.85252309,1025.656405,1.019275375,-10.58908633
-6.726301193,0,-72.85086796,1027.41091,0.914020072,-26.49154116
0.48314786,0,-73.27295564,1035.494016,0.679359192,-59.60534602
0.5,0,76.03204262,1073.839186,0.15899585,-69.36792432
1.97369051,0,-20.64197224,1112.081163,-0.364382405,34.48919492
3.281192064,0,-10.16855379,1153.473942,0.178703614,-4.890210195
5.023151398,0,31.06878796,1156.548407,0.031260955,-8.660455619
13.60679531,94.44662725,24.60292585,1157.28624,-0.041371572,19.71757551
-0.275860786,80.40671756,8.286998564,1164.150137,0.180548342,23.20711147
13.42958832,179.6261047,-7.237352354,1168.379396,0.356283527,12.54988796
3.388991356,114.4941474,-57.66772959,1168.824245,0.415476373,-1.58385512
-1.103188396,0,22.96690894,1169.238666,0.363781,-41.64376546
-3.250022888,141.6314775,16.98064847,1193.122737,-0.048131355,4.506716255
-2.661169052,0,27.15549571,1196.879323,0.115917995,13.41666784
0.619637251,0,36.06672233,1198.896081,0.237208341,23.23011632
1.13687706,0,-9.059653224,1204.033728,0.431176168,32.39912062
12.49604893,136.5451309,-14.11345627,1213.036691,0.688795613,2.78571073
2.512833834,0,15.67968392,1213.707916,0.624083804,-9.285122844
-1.837946177,0,47.24570824,1215.246365,0.523273402,8.546881985
6.998551369,0,0.807100321,1216.8727,0.635271144,36.18890074
5.247469425,0,44.66094345,1232.274023,0.972740489,10.91618615
3.95839119,0,26.61696767,1232.267427,0.978505491,35.01958422
4.293046474,0,25.40554438,1245.788504,1.29751223,29.01771525
-0.672973156,0,27.15251542,1250.319439,1.487633428,26.4375932
2.153548717,0,23.26942964,1254.356889,1.669101602,26.94825193
12.96880531,116.9878554,-14.88451188,1258.937978,1.863048141,24.32052173
8.749492645,119.7458203,31.90019326,1262.158653,2.029258352,-3.683073709
2.018802643,0,41.7257028,1264.161334,1.92294041,21.73354556
-4.211966515,0,11.87317625,1270.501828,2.150798934,36.01365787
1.195486069,0,13.84253584,1281.566908,2.448839668,18.77045672
1.872341633,0,-9.189195432,1282.151296,2.53364807,15.25051324
5.502531052,0,9.61249894,1283.009174,2.632523326,-2.206421527
2.427417755,0,-2.527555942,1283.9536,2.566886216,6.23566452
2.406435966,0,-31.48725091,1284.256398,2.635546922,-0.023778667
-0.005659819,0,8.576330153,1284.396869,2.617492951,-22.49768741
5.590959549,0,17.0539451,1292.605444,2.392584016,-0.301960579
6.041565895,0,-12.25202948,1292.833936,2.453843517,12.09511491
-0.028810024,0,0.381072268,1294.298681,2.575657411,-5.29570251
4.90420723,0,-45.55419923,1295.814067,2.488142915,-1.240863383
1.376745701,0,15.4838068,1295.801551,2.490864859,-32.89324613
-0.461328506,0,4.388843238,1312.139416,2.165477722,1.661791676
6.903763771,0,-0.777557122,1313.360674,2.276076342,3.609685649
0.570221424,0,-15.28245382,1313.354571,2.307425222,0.475940813
1.358960867,0,44.12576168,1313.38449,2.301871243,-10.78005535
3.03387785,0,-5.812044242,1315.543359,2.192710858,28.43838539
-1.15334487,0,4.881335101,1327.969538,2.50789487,3.973792795
1.921579361,0,-6.244695683,1328.417327,2.466380269,4.622037299
1.887128592,0,-18.66221078,1328.414319,2.501246948,-3.139914831
8.937763214,0,-8.421121713,1328.91401,2.456641979,-14.22726908
7.157641411,0,-45.72559242,1332.038889,2.323340473,-10.08002096
1.569542646,0,-32.70440713,1332.821311,2.263189604,-35.54114343
-0.708647847,10.00014321,53.8925051,1349.127501,1.93657823,-33.51490322
2.20663929,0,-9.609989334,1357.617556,1.702975321,28.91895987
1.476135731,0,-38.17426909,1376.903993,2.087921786,1.398281867
1.907530546,0,-49.06658233,1377.845579,2.019279006,-26.86782596
-0.345179319,0,13.07725409,1389.281541,1.746605655,-42.72408051
5.795785904,0,38.88337438,1407.579633,1.396130067,-2.865984369
0.867967367,0,17.19716745,1408.531618,1.489539025,26.95498616
0.352523804,0,7.644305122,1418.426481,1.767277413,19.98511565
-1.846706867,0,9.014211304,1420.089665,1.890114323,11.17025099
3.204754829,0,26.03227531,1420.297671,1.944716503,9.630222642
-1.082596898,0,-16.57780792,1420.623495,2.009103726,21.34597455
2.340951443,0,7.203468932,1424.682322,2.19504855,-5.742441497
4.072021484,0,-32.70405929,1427.151171,2.076635636,3.504637381
1.394322395,0,38.36665136,1427.305466,2.128088986,-22.35871738
-1.515581369,0,25.32471142,1435.884824,1.894488562,21.01654601
2.2377069,0,13.94390441,1445.285648,2.168536072,24.09380702
-1.340278625,0,-15.12228314,1449.049397,2.349426868,16.84387659
1.448225021,13.8587501,13.55040922,1449.960278,2.449026185,-5.989094649
2.719872952,0,10.71422957,1452.111133,2.341009877,7.967693826
1.683777452,9.426440097,-35.64823502,1452.960124,2.437798514,9.92950507
0.475365549,10.43112815,8.532554854,1453.401099,2.514328726,-22.62602357
-1.252442956,8.936299855,-6.055429629,1463.69383,2.259698475,-0.369896124
-1.429867029,9.620488952,-6.197507203,1463.934705,2.320645296,-4.430991485
-4.189657688,85.17525855,-1.160320113,1464.3955,2.277392227,-5.692788426
-1.370597124,11.29055713,-13.13245628,1464.869522,2.233124318,-2.45531106
0.047555298,8.676747156,-1.850086499,1464.916086,2.224836318,-10.08184336
-6.831821442,232.8827459,-7.492261276,1466.556548,2.131033058,-4.20201703
0.352017403,11.60765936,22.7292344,1466.637145,2.117818155,-6.552191491
