return_forecast,rol_var_res,observe_return,rolling_var,rol_avg,ewma
4.212116316,3306.818072,-8.092736805,3863.272816,3.953055874,43.37591992
4.149864495,3462.830382,-0.392158283,3869.882143,4.212116316,6.612593689
4.146847892,3540.016964,-79.30787213,3870.906479,4.149864495,1.609199423
3.536787337,3677.222829,-60.3638676,3870.93269,4.146847892,-56.18870883
3.072449894,3272.477234,-33.85267691,3924.002777,3.536787337,-59.1709651
2.812044687,3362.47027,-230.3714532,3955.100898,3.072449894,-41.08647353
1.039956586,3625.604624,-222.0651423,3965.448664,2.812044687,-176.2900305
-0.668236817,3948.866296,282.2030132,4380.513261,1.039956586,-208.9865389
1.502555593,4657.191558,-29.53253114,4760.478441,-0.668236817,141.8631412
1.275382276,4680.606552,51.39411091,5371.271467,1.502555593,19.43766095
1.670721591,4651.597294,163.9962175,5378.611544,1.275382276,42.26369663
2.932230956,4841.046654,81.03340154,5397.764946,1.670721591,129.2154972
3.555564814,4857.820414,175.7750827,5598.841042,2.932230956,94.7997146
4.907680835,5084.517066,-18.66907508,5645.307842,3.555564814,152.6392632
4.764072565,5020.001558,-110.4693031,5871.532857,4.907680835,30.27616443
3.914308695,5367.718259,99.22082396,5875.602835,4.764072565,-70.25631239
4.677545802,5458.215407,-16.11042789,5976.850232,3.914308695,50.798785
4.553619434,5496.447074,77.96586529,6046.021625,4.677545802,3.006490082
5.153356859,5568.91075,111.6058019,6049.162116,4.553619434,56.54890094
6.011863028,5707.272606,-17.91569668,6090.099526,5.153356859,95.87525881
5.874049976,5710.341683,-63.63630037,6176.328386,6.011863028,14.59600488
5.384539973,5706.758137,79.92181072,6180.435437,5.874049976,-41.28421316
5.999323133,5763.311207,164.6059446,6217.097235,5.384539973,45.29151818
7.265522707,5943.796446,48.63348582,6259.233211,5.999323133,130.5161085
7.639626444,5946.983986,101.2809653,6450.861245,7.265522707,72.02852088
8.418710793,5979.29286,-24.90208947,6463.479142,7.639626444,92.92312405
8.227156258,6019.829884,107.6681697,6529.874758,8.418710793,8.76225725
9.055372948,6124.885774,68.522832,6537.833457,8.227156258,79.40933757
9.582471656,6314.712316,197.8330157,6612.692353,9.055372948,71.63326216
11.10426408,6666.586953,-102.9519776,6638.986666,9.582471656,161.7759433
10.3123258,6733.877611,75.15275858,6908.566533,11.10426408,-27.31542879
10.89042394,6701.884597,93.63233695,7007.058764,10.3123258,45.87613362
11.61067268,6764.907551,150.3400906,7038.247164,10.89042394,79.98770742
12.76713492,6915.307544,13.59755154,7089.47935,11.61067268,130.2394097
12.87173147,6915.195268,-80.86652105,7235.149974,12.76713492,46.92379674
12.24968131,6981.069162,87.45263445,7233.890494,12.87173147,-44.35500169
12.92239388,7025.815633,71.29185394,7299.820305,12.24968131,49.79330984
13.47079276,7093.264137,-119.1248733,7341.717221,12.92239388,65.14941277
12.55444758,7204.11351,-1.558269642,7366.339599,13.47079276,-66.47507725
12.54246089,7210.1468,104.0683178,7499.347206,12.55444758,-20.10592896
13.34298641,7356.927923,-72.63420734,7499.666713,12.54246089,68.58996159
12.78426174,7412.153945,54.12326651,7562.254097,13.34298641,-32.28444479
13.20059456,7425.932823,-61.53140513,7617.434558,12.78426174,29.43534899
12.72727606,7492.458107,167.4798126,7629.149502,13.20059456,-35.54090395
14.01558231,7669.282551,-33.57834511,7670.545595,12.72727606,109.4738936
13.75728735,7680.756573,91.58542203,7851.857893,14.01558231,7.293723091
14.46179059,7728.186023,-196.4900114,7867.704603,13.75728735,67.50207947
12.95032897,8082.221324,146.9718271,7912.346398,14.46179059,-121.0636998
14.08088148,8214.144955,65.63646031,8250.765877,12.95032897,70.39024801
14.58577733,8230.774415,-2.849938898,8386.365043,14.08088148,66.99468537
14.56385472,8226.213763,38.45208858,8405.030942,14.58577733,17.10566804
14.85964002,8234.029679,117.9793475,8405.732456,14.56385472,32.35311128
15.76717346,8365.467312,2.947723757,8408.402982,14.85964002,93.51470861
15.78984826,8359.266668,-91.67143965,8487.678328,15.76717346,28.82400514
15.08468334,8443.583362,21.66864417,8487.029618,15.78984826,-57.24416971
15.25136522,8440.252634,93.20380132,8573.444738,15.08468334,-0.877874079
15.96831754,8484.141239,148.3114225,8572.000039,15.25136522,66.32332263
