return_forecast,rol_var_res,observe_return,rolling_var,rol_avg,ewma
6.16474994,1592.731634,0.653352575,1636.505983,6.380154881,-13.03021733
6.171283466,1592.388801,-6.98763239,1643.848146,6.16474994,-3.256238826
6.101407142,1597.181053,-5.05661259,1643.771817,6.171283466,-5.921519944
6.050841016,1603.570373,-52.27536725,1645.117658,6.101407142,-5.303728977
5.528087343,1639.865842,34.76887552,1645.987843,6.050841016,-38.85489917
5.875776098,1646.495041,-33.44152422,1679.36791,5.528087343,13.73351132
5.541360856,1661.286837,6.897275052,1687.491662,5.875776098,-19.96294264
5.610333607,1660.927425,32.15165009,1702.493082,5.541360856,-0.77707286
5.931850108,1664.723006,-21.89795598,1702.199643,5.610333607,22.74344353
5.712870548,1673.350052,-2.743093042,1708.825927,5.931850108,-9.143270404
5.685439617,1674.503258,33.08726137,1716.171088,5.712870548,-4.571715146
6.016312231,1684.167451,10.10786865,1716.558999,5.685439617,22.32755379
6.117390918,1686.382489,94.21129805,1723.634879,6.016312231,13.59920726
7.059503898,1770.942304,-4.903758018,1723.43011,6.117390918,71.17927211
7.010466318,1773.394097,32.30097736,1799.773673,7.059503898,16.83425059
7.333476091,1755.520533,87.97733833,1800.704099,7.010466318,27.88191257
8.213249475,1774.487034,-10.68339386,1806.504397,7.333476091,70.80721668
8.106415536,1768.796983,-49.14472286,1870.226922,8.213249475,12.59963772
7.014061298,1776.958714,12.20959739,1873.111765,8.106415536,-31.50347698
6.861694134,1811.13615,1.229959619,1877.671797,7.014061298,-0.279852427
7.21242577,1798.156654,4.827947558,1873.743747,6.861694134,0.798584749
7.522767042,1785.063718,40.1247962,1857.369012,7.21242577,3.676701041
7.701783704,1792.920559,-1.482731719,1846.161526,7.522767042,29.71105472
8.640375549,1697.142454,35.04493711,1854.597395,7.701783704,7.429778693
10.48695919,1435.656935,6.446429715,1748.379952,8.640375549,27.15489185
10.52959442,1435.752132,13.80059725,1501.499431,10.48695919,12.36313318
10.68093719,1434.202216,16.10776801,1500.971299,10.52959442,13.38989323
11.0608834,1440.530876,-6.362345466,1499.648016,10.68093719,15.33123236
12.55130233,1141.627676,38.1323812,1489.191552,11.0608834,-0.164180374
12.67377644,1163.523978,12.58325206,1212.899528,12.55130233,27.19050646
12.42904443,1174.268737,-3.920920429,1217.650577,12.67377644,16.75675332
12.03246248,1161.668847,31.6171527,1211.645616,12.42904443,1.986986357
11.70898241,1148.907791,29.61167359,1208.728817,12.03246248,23.15139089
11.49771625,1136.597126,-53.25365577,1185.489727,11.70898241,27.76587853
10.82575017,1180.808284,-36.99066781,1173.41729,11.49771625,-30.1052174
10.24210196,1202.431479,-63.52822136,1214.833361,10.82575017,-35.02339626
9.950217653,1218.109004,42.23936259,1236.244126,10.24210196,-55.38398562
9.889113496,1223.207962,31.79172016,1270.704084,9.950217653,14.34697739
9.58926424,1213.581016,26.47293738,1266.380976,9.889113496,26.80750794
10.2730287,1195.900415,22.47182678,1244.165148,9.58926424,26.56852897
10.50471759,1195.65637,23.31447964,1220.033142,10.2730287,23.64231312
10.29136538,1186.537916,3.378281472,1220.26414,10.50471759,23.40814635
9.993584299,1182.182821,-5.454854207,1210.200722,10.29136538,9.101100008
10.73830194,1105.774374,-23.33705227,1205.361862,9.993584299,-1.296010146
10.59533302,1115.60789,40.23156288,1126.337373,10.73830194,-17.03961166
10.29860894,1083.49851,-75.43126052,1134.016354,10.59533302,23.86837016
9.599941526,1153.737713,60.75507584,1107.536225,10.29860894,-47.05993747
9.753398557,1159.658921,37.8587453,1178.027806,9.599941526,29.95078633
9.859241488,1164.245609,39.11851383,1191.349581,9.753398557,35.59932845
10.32303564,1163.412589,16.70095578,1196.16761,9.859241488,38.11303229
10.00055256,1137.838991,-34.72792305,1201.582562,10.32303564,22.81869193
9.533574791,1158.574302,43.51905746,1186.96549,10.00055256,-18.28603306
9.768887343,1173.502859,-3.110266245,1206.715005,9.533574791,25.86046017
9.491262517,1177.605488,5.970171564,1217.116855,9.768887343,5.167084159
9.212970343,1174.692983,32.65265003,1216.483371,9.491262517,5.740718019
9.523393556,1187.31742,-18.60571019,1210.621055,9.212970343,24.9635266
9.406364086,1184.696513,-22.57973706,1215.440876,9.523393556,-6.157356821
9.26743783,1184.057194,50.72090584,1220.641459,9.406364086,-17.88762842
9.725748806,1216.728776,18.83116487,1227.579527,9.26743783,31.11846748
10.34510011,1193.448997,-130.8719454,1244.361741,9.725748806,22.34182276
8.343613998,1354.074357,-168.9076191,1216.897444,10.34510011,-87.09658308
6.444180247,1668.400086,60.1228336,1377.584743,8.343613998,-145.5330374
6.885279941,1680.766953,36.18325604,1686.545986,6.444180247,1.364013321
7.355086235,1682.513561,-45.79488765,1714.249798,6.885279941,26.23490098
6.790569473,1717.762274,37.95831823,1719.486032,7.355086235,-25.21494804
7.097384348,1714.362371,0,1747.307538,6.790569473,19.90881358
6.971727736,1717.419235,0,1756.925323,7.097384348,5.688232451
7.274081053,1702.482367,0,1757.114242,6.971727736,1.625209272
6.824445063,1687.455001,0,1743.665222,7.274081053,0.464345506
6.573108277,1685.017788,0,1729.787174,6.824445063,0.132670145
