return_forecast,rol_var_res,observe_return,rolling_var,rol_avg,ewma
1.648851162,650.9403789,12.26548619,666.8835599,1.83259571,-12.86935173
1.777961543,652.2883915,-9.666399592,670.7306524,1.648851162,5.084103927
1.676209968,653.2261335,30.20987269,671.8718169,1.777961543,-5.451970015
1.994208628,664.9816588,23.75127312,673.2068557,1.676209968,20.02077477
2.24422203,671.2870708,8.107676593,681.6463665,1.994208628,22.68541645
2.329565994,671.443683,-11.25394152,686.5248386,2.24422203,12.27274512
2.211103451,673.1342137,28.88328575,686.8264347,2.329565994,-4.532031047
2.515138038,681.2888992,9.659743104,688.6975044,2.211103451,19.33605238
2.616819545,682.3208437,-18.7838809,696.0420814,2.515138038,12.4244029
2.419094483,684.7225986,-16.9989716,696.5024735,2.616819545,-9.867228387
2.240157939,686.8613213,4.171044199,701.2122439,2.419094483,-14.96133068
2.284063668,687.143108,-12.52979482,705.0876916,2.240157939,-1.295348624
2.152171091,690.4013922,-14.48622188,705.0721851,2.284063668,-9.319953047
1.999684545,692.3645066,-23.94087933,707.3098785,2.152171091,-13.01014507
1.747675288,699.5109279,17.49238989,710.1519345,1.999684545,-20.8178124
1.931805708,703.6097137,-19.88601778,717.1296271,1.747675288,6.546617807
1.722479205,707.5458689,0.882857682,719.6730038,1.931805708,-12.33383618
1.731772444,704.8044547,-19.04670828,724.6006131,1.722479205,-2.893340565
1.856292383,683.6854203,9.720202795,724.5767165,1.731772444,-14.43146036
1.923631716,691.8713614,25.9563597,717.9135455,1.856292383,2.819727607
2.044663674,695.4936395,-1.872947378,718.5373263,1.923631716,19.34589339
1.864522892,693.2200102,-11.44201045,722.948504,2.044663674,4.189578554
2.355178393,653.8596314,7.177322009,721.2446797,1.864522892,-6.975842165
2.661265767,644.2957447,6.826791186,685.0755213,2.355178393,3.133560817
2.536914803,641.7033395,2.759049264,679.0333257,2.661265767,5.771582509
2.986302656,622.7617582,-6.687459623,676.5128879,2.536914803,3.619773048
3.904285091,521.658459,-9.44553931,657.3253905,2.986302656,-3.742536002
4.517876217,463.9509674,30.64940542,558.6662947,3.904285091,-7.816109793
4.664336298,467.079184,-1.206102707,506.1401964,4.517876217,19.65925822
5.122295428,431.2321435,-25.29996873,511.7353949,4.664336298,4.755428985
5.293424761,395.4618512,-4.306971071,486.2248024,5.122295428,-16.71271224
4.526949715,380.9207225,2.685527307,473.0011349,5.293424761,-7.851468547
3.765835681,353.9304991,0.783705345,431.3195989,4.526949715,-0.325042937
3.758998058,355.3749891,-15.92569171,378.5103848,3.765835681,0.466920122
3.366400197,356.8978051,8.606632254,378.5466778,3.758998058,-11.24208833
3.170842178,358.624011,-14.72993601,379.2062363,3.366400197,2.935569231
2.780701117,359.3573652,-20.81308827,373.4853754,3.170842178,-9.682648798
2.324238547,361.2832664,9.027959167,372.840868,2.780701117,-17.6329627
2.51998162,360.0002504,-21.88069346,374.377856,2.324238547,1.410552919
2.310553219,366.4923844,30.07882583,373.3239961,2.51998162,-15.22605163
2.345299507,367.1470145,9.485629273,379.3338003,2.310553219,17.13457513
2.609807126,364.2769827,-4.188101452,381.1475879,2.345299507,11.67104237
2.38253218,363.286899,-22.80916932,378.2083602,2.609807126,0.343082499
1.735854347,356.4819241,-27.117244,376.3395744,2.38253218,-16.19424023
1.149557634,357.469104,14.72908405,368.7749512,1.735854347,-23.99638578
1.548254949,354.0482381,3.513834861,369.6084964,1.149557634,3.664664097
2.05893177,331.8905286,7.738822727,365.1766211,1.548254949,3.556928929
1.965336547,330.9149245,6.849047539,342.148255,2.05893177,6.543995927
2.50286476,308.1613816,-16.04306595,340.2440673,1.965336547,6.761889936
1.793494536,287.1758667,-1.027293633,317.7564206,2.50286476,-9.527364269
1.646406091,285.9967428,-38.45025921,295.7604957,1.793494536,-3.455885243
0.965622043,294.3184473,-13.02150754,294.5133454,1.646406091,-28.45186665
0.494304577,286.1050936,-74.19506886,304.6148613,0.965622043,-17.43018157
-0.24961634,334.7760533,26.55029073,296.4741635,0.494304577,-57.97652963
-0.053172872,342.5646314,6.550446958,354.4719781,-0.24961634,2.399770626
-0.101033452,341.9678611,-16.15017033,361.296668,-0.053172872,5.364539435
-0.33561112,344.455945,-20.89005459,360.4446609,-0.101033452,-10.0031104
-0.552870717,353.9585174,-55.15595017,362.6916376,-0.33561112,-17.77949911
-1.191166519,370.4187362,10.90404493,367.0915715,-0.552870717,-44.47696415
-0.996581086,371.5309214,-19.46237775,397.6849373,-1.191166519,-4.919100522
-0.832544277,363.3165019,-38.0875521,398.7571461,-0.996581086,-15.30715569
-0.852919936,359.1241265,25.27290508,390.1158302,-0.832544277,-31.57886741
-1.16542787,340.8751154,15.65761936,391.5941648,-0.852919936,9.029541509
-0.995789197,346.7744678,-0.239411555,365.8896335,-1.16542787,13.76388283
-1.025947268,348.0338151,17.60859093,368.8346934,-0.995789197,3.761529698
-1.033903471,349.0117488,-8.291627492,368.7017588,-1.025947268,13.65228772
-1.169384816,349.0086772,-18.49598118,368.3991615,-1.033903471,-2.021937431
-1.477608772,350.7437601,-83.83787484,368.6036352,-1.169384816,-13.78911154
-2.308703156,405.5424277,79.74023878,370.1643867,-1.477608772,-63.82394247
-1.104150029,468.0299326,31.44816768,440.7537799,-2.308703156,38.72190128
-0.894000874,479.6522402,26.46593988,499.1273684,-1.104150029,33.52637728
-0.592558603,464.9479263,36.75954788,508.5694364,-0.894000874,28.48320771
-0.237729433,476.2792886,23.23715274,516.3410473,-0.592558603,34.39487926
-0.197954044,478.6321645,-20.33080578,530.7615221,-0.237729433,26.4250746
-0.343682278,488.5786063,-1.953700501,532.4770874,-0.197954044,-6.971982816
-0.353866303,495.2050027,48.11956757,536.3062123,-0.343682278,-3.387495449
0.081013046,513.4705613,13.72752447,536.3290487,-0.353866303,33.40326385
