return_forecast,rol_var_res,observe_return,rolling_var,rol_avg,ewm
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,44.11460094,0,0,0
0.349523377,14.85483101,-2.813874584,0,0,31.51042924
0.283114231,14.92995963,36.51392058,14.85483101,0.339343084,6.993069366
0.615951877,24.92849586,53.03462152,14.92995963,0.317697895,28.07939166
4.113371586,39.16851303,49.45652573,24.92849586,0.598574207,45.90455584
9.89210254,41.19587873,-60.46954251,45.90960997,1.006532834,48.44167719
4.295680266,75.46089025,-58.16126788,63.8140232,1.386967648,-29.35205116
1.339976419,95.83586213,46.22788084,93.01538275,0.921817321,-49.9300631
5.122930384,103.5889124,-61.44103481,119.6610765,0.474422952,18.75418257
0.688905199,115.5714881,74.9432385,135.6358091,0.830022036,-38.52811556
15.31012174,135.7186869,25.92035092,165.2354792,0.357398691,42.52285163
7.749624912,130.1059715,18.34542977,207.6948331,0.933885141,30.66392255
4.163209195,124.7305611,47.13872038,212.4508573,1.133272456,21.86499913
13.74443573,125.9676787,-2.222624361,214.699974,1.274391146,39.91765717
9.842013479,121.5876808,24.73461486,230.7370498,1.636996688,9.817456076
11.03667509,119.3755544,26.60326536,230.8307338,1.619899577,20.47256949
7.123966032,118.149766,21.49476171,234.8842709,1.810165845,24.85163797
17.18320949,120.5413867,-20.53166323,239.5456323,2.014806348,22.45386921
8.819720739,121.1939525,-13.48311995,242.4060567,2.180150669,-8.250082531
5.325062372,122.128718,-22.62584457,246.3124471,2.022214798,-11.9879664
2.405083129,118.3080518,-42.02572515,248.1195828,1.918498491,-19.58645081
13.07576609,128.8695155,-79.64214131,252.6950153,1.744453532,-35.61450391
1.711120186,156.0189448,94.42892203,267.3042427,1.421178724,-67.06281634
11.19866769,191.5515977,4.20612053,317.4615565,0.808546867,48.28842535
14.83331713,186.732412,12.684942,384.3502485,1.534923191,16.80106477
8.07670859,184.923152,57.44639141,384.3859656,1.567277964,13.86097708
17.10172717,193.4978951,18.79274974,385.3083374,1.664854441,44.99341589
6.588143105,183.5413624,25.10469625,409.0269746,2.106749759,26.27865435
-0.047444435,185.2238013,-16.88651924,411.1136479,2.251309373,25.44011285
9.946113449,186.6652004,-71.71047699,415.0548852,2.444422421,-4.793195784
-5.228778953,206.2659395,14.78724776,417.8665515,2.314526119,-52.59125379
-1.162825608,206.2896031,-9.353487616,459.6726068,1.762907065,-4.463752685
-6.216146413,199.5305557,7.065583748,460.9406344,1.876655125,-7.956420493
11.78804933,206.0340428,4.297160372,461.8784904,1.80470522,2.773582536
16.15637327,208.8365722,0.998542952,462.0633817,1.859055864,3.861852419
11.23444037,203.9035276,2.328541995,462.0814295,1.892110944,1.816631371
5.854314427,210.0057782,23.48441806,462.0599735,1.899792044,2.182281817
5.010385279,207.5670369,44.49429795,462.0333035,1.917703905,17.39809342
7.974869893,209.382329,9.861174926,465.5502507,2.098353275,36.75252523
6.149293355,208.2329804,25.98407716,479.2255141,2.440617105,17.54441787
11.61215174,207.1349513,-10.06726372,479.5975145,2.516472297,23.57274594
8.553505352,210.2956127,29.67360359,483.7452238,2.716349814,-0.455832386
4.689744056,212.4952861,-3.985850268,484.9395515,2.638909324,21.06519331
3.327368946,221.414098,50.21765383,490.4559946,2.867167813,3.171590755
5.805437589,227.4984306,-21.16874597,490.7530792,2.836507426,36.77592152
13.83923499,219.2984512,34.24449024,507.8109923,3.222797071,-4.613126685
7.083574726,224.7716529,27.40473314,512.2810992,3.059960564,23.14231398
10.71748265,220.1759879,26.58014327,519.6202598,3.323379719,26.18689909
11.04569255,230.5966488,20.19417324,523.9517187,3.534185359,26.46778779
5.370184328,231.8725708,-28.40655021,527.8993423,3.738647999,21.98663454
8.846729195,227.5452973,31.38905957,529.850649,3.893987794,-14.00849742
13.13545439,231.5070687,14.77721173,537.711837,3.675475869,18.418329
8.61766868,228.9789186,-12.34633783,543.4576414,3.916930173,15.81753095
5.710233122,240.5549463,-12.37249272,544.2339771,4.030601033,-4.299518179
4.249779937,225.3665701,24.4764209,546.1630988,3.935629203,-10.06592856
9.030417506,230.3231208,-41.46350749,548.0806999,3.840456182,14.60717819
0.186187972,232.224868,26.58594332,551.2075115,4.028736343,-25.44331158
19.99424752,240.6682598,-43.38262554,566.9005018,3.709786286,11.72044192
12.07528761,258.2663923,33.09064892,570.7783405,3.914293542,-27.63889198
9.824152138,263.9460683,-9.365232153,587.7567985,3.580581038,15.73935152
12.37455515,256.5412054,14.15326812,594.2921872,3.835124491,-2.192493962
11.33044318,254.1083408,-50.96377496,595.5142377,3.763084244,9.483050385
10.7243389,264.9028102,33.3142285,596.2238857,3.871955537,-33.69325343
8.958125323,265.4353367,2.440741254,619.0853166,3.479926499,14.16923366
6.541658168,266.7085817,-10.82506478,625.7733048,3.736189795,5.791739084
1.949436922,270.8978714,-0.156494872,625.6784837,3.754964728,-6.077406532
8.782044199,281.6707861,-10.81848409,627.1982998,3.671694998,-1.848183917
4.695179578,275.1154968,-15.23514564,627.2073268,3.670491192,-8.255541182
-0.376332063,271.47947,-25.3777224,628.711616,3.587272083,-13.24097294
4.328571462,263.570399,-26.4514626,631.32415,3.470078655,-21.91007969
6.355185269,271.3676435,29.73224468,637.5949201,3.274865406,-25.15392463
15.83467624,274.2326272,12.87565735,644.2683638,3.071392617,14.05048202
14.99084883,267.5411337,-38.10923991,649.611191,3.300102191,13.21132154
8.584734825,282.2939706,-62.54230354,650.2229243,3.399145709,-23.44622236
3.075135038,286.5096859,25.07542654,663.3015415,3.10599771,-51.37199463
4.890953265,297.420052,72.12858226,696.1474144,2.624903067,3.233306204
1.731200428,305.4289796,0.943461355,699.9343308,2.817790964,52.44421767
5.872959927,304.6713683,-4.508286656,736.519149,3.372626212,15.65796316
4.06834479,301.4053502,0.149451256,736.4769905,3.379883607,1.253499006
5.864447158,310.7897445,35.35384134,736.8665541,3.345204479,0.46489347
5.642827465,304.3126987,5.194366726,736.8590331,3.346354104,25.38557052
4.235128053,307.9507909,-6.806617795,744.5795453,3.61830673,10.9632821
10.09564842,315.8728269,-30.30822532,744.4963474,3.658263397,-1.729503541
9.725159459,320.0798304,69.1924592,745.233074,3.605904798,-22.14287624
5.946706682,319.9561234,16.01626304,753.9261479,3.372764604,43.09664907
6.542863505,330.7378655,-2.258471064,786.8802171,3.90501429,23.75351619
3.636700698,318.8783245,8.825153925,787.876063,4.028216313,5.173525294
10.51946777,333.3828283,0.529971551,788.0549606,4.010843459,7.781831459
0.362738152,328.735385,-9.200986535,788.1048961,4.078729258,2.601931525
-4.086417727,326.9658281,-27.31224389,788.0737844,4.082805962,-5.828724232
6.614732359,316.5232542,11.48651128,789.2979277,4.012029143,-21.17409542
6.751766217,322.1684043,-23.61393947,796.6777397,3.801934959,2.154909365
0.620809647,330.621009,-10.70175744,797.0129942,3.890292738,-16.25141123
0.815710465,330.7455283,49.72181014,802.6826791,3.70864705,-12.28737281
10.10026676,331.7833988,-4.704440818,804.1674846,3.626325839,32.00490072
13.24992821,340.2819854,29.20692894,820.2646081,4.008801302,5.78394248
7.891192752,334.2435479,-2.089956203,820.7236839,3.972613295,22.51464709
9.726149758,327.4673405,25.35866503,825.4500466,4.197281979,4.939930453
6.767697213,334.5113712,-42.62609885,825.6183434,4.181205393,19.52474087
8.447298321,338.9620743,20.68545029,828.8956949,4.376272047,-24.86871608
4.176767029,343.2155398,-14.05003488,845.6348819,4.048378979,7.669974186
-0.495696466,343.1627561,32.27159839,847.6126613,4.207497828,-7.844318001
4.768638186,348.4082976,0.677446388,850.028938,4.099420636,20.80990799
0.35334114,350.891713,14.38897299,855.9432084,4.347663701,6.429578275
5.153789143,350.0629376,34.59670291,855.9013991,4.352874827,12.11486021
12.025269,357.2386014,-34.38488144,856.5181922,4.463559234,28.17331928
